Movie_id,Unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Strings
1,0,0,0,d,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,def
2,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bcq
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,q
4,0,b,0,0,0,f,0,0,i,0,0,0,0,0,0,0,0,0,0,bfi
5,0,0,0,0,0,0,g,0,i,0,0,0,0,0,0,0,q,0,0,giq
6,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
7,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,p,0,0,0,ip
8,0,0,0,0,e,f,0,0,i,0,0,0,0,0,0,0,0,0,0,efi
9,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
10,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,r,0,ir
11,0,0,0,0,0,0,g,0,0,0,0,0,0,0,0,0,q,0,0,gq
12,0,0,0,0,0,0,g,0,0,0,0,0,0,0,0,0,q,0,0,gq
13,0,0,0,0,0,f,0,0,0,0,0,l,0,0,0,0,0,0,0,fl
14,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
15,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
16,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
17,0,b,0,0,0,f,g,0,0,0,0,0,0,0,0,0,q,0,0,bfgq
18,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
19,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
20,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
21,0,b,c,0,0,f,0,0,0,0,0,0,m,0,0,0,q,0,0,bcfmq
22,0,b,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,r,0,bir
23,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,iq
24,0,b,c,0,0,0,g,0,0,0,0,0,0,0,0,0,0,0,0,bcg
25,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
26,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
27,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
28,0,b,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,biq
29,0,b,c,0,0,f,g,0,0,0,0,0,0,0,0,0,0,0,0,bcfg
30,0,0,0,0,0,0,0,0,i,0,0,l,0,0,0,0,0,0,0,il
31,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,r,0,iqr
32,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,h
33,0,b,0,0,0,0,0,0,0,0,0,0,0,0,o,0,q,0,0,boq
34,0,0,0,0,0,f,0,0,i,0,0,0,0,0,0,0,0,0,0,fi
35,0,0,c,0,e,0,0,0,i,0,0,0,0,0,0,0,0,0,0,cei
36,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
37,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,q,0,0,pq
39,0,b,0,0,0,0,g,0,0,0,0,0,0,0,0,p,0,0,0,bgp
40,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
41,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
42,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
43,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,iq
44,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,iq
45,0,0,0,0,0,f,0,0,i,0,0,0,0,0,0,0,0,0,0,fi
46,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
47,0,0,0,0,0,f,0,0,i,0,0,0,0,0,0,0,0,0,0,fi
48,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,h
49,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
50,0,b,c,0,0,0,0,0,0,0,0,0,0,0,o,p,0,r,0,bcopr
51,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,r,s,ior
52,0,0,0,0,0,0,0,0,i,0,0,l,0,0,0,0,0,0,0,il
53,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bq
54,0,b,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,biq
55,0,0,0,0,0,0,g,0,i,0,0,0,0,0,o,0,q,0,0,gioq
56,0,0,0,0,0,0,g,0,i,0,0,0,0,0,0,0,0,0,0,gi
57,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
58,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
59,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
60,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
61,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
62,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,bcp
63,0,0,0,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,ef
64,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
65,0,0,0,0,0,f,0,0,i,0,0,0,0,0,0,0,0,0,0,fi
66,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
67,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
68,0,b,0,0,0,0,0,0,0,0,0,0,0,0,o,0,q,0,0,boq
69,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,r,0,for
70,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
71,0,0,0,d,e,0,0,0,0,0,0,0,m,0,0,0,0,0,0,dem
72,0,0,0,0,0,f,g,0,0,j,0,0,0,0,0,0,0,0,0,fgj
73,0,b,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,s,bf
74,0,b,0,0,0,f,0,0,i,0,0,0,0,0,0,0,0,0,0,bfi
75,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,h
76,0,0,0,0,0,0,g,0,i,0,0,0,0,0,0,0,0,0,0,gi
77,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,iq
78,0,0,c,0,e,0,0,0,i,0,0,0,0,0,0,0,0,0,0,cei
79,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bq
80,0,b,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,r,0,bfr
81,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
82,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,bcp
83,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,p
85,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
86,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
87,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
88,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
89,0,0,0,0,0,0,0,0,0,0,k,0,0,0,0,p,0,0,0,kp
90,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,q,0,0,foq
91,0,0,0,0,e,f,0,0,0,0,0,0,m,0,0,0,0,0,0,efm
92,0,b,0,0,0,0,g,0,0,0,0,0,0,0,o,0,0,0,0,bgo
93,0,0,0,0,0,f,0,0,i,0,0,0,0,0,0,0,0,0,0,fi
94,0,0,0,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,ef
95,0,0,0,d,e,f,0,0,0,0,0,0,m,0,0,0,0,0,0,defm
96,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,p,q,0,0,bpq
97,0,0,c,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,s,ci
98,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,iq
99,0,0,0,d,e,0,0,0,0,0,0,0,m,0,0,0,0,0,0,dem
100,0,0,0,0,0,0,g,0,i,0,0,0,0,0,0,0,q,0,0,giq
101,0,b,c,d,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,bcdp
102,0,0,0,d,e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,de
103,0,0,0,d,e,0,0,0,0,0,0,0,m,0,0,0,0,0,0,dem
104,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
105,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
106,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,iq
107,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
108,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
109,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,p,0,0,0,fp
110,0,b,c,0,0,f,0,0,0,0,0,0,0,0,0,0,0,r,0,bcfr
111,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
112,0,0,c,0,e,0,0,0,0,0,0,l,0,0,0,0,0,0,0,cel
113,0,0,0,0,0,0,0,0,i,0,0,l,0,0,0,0,0,0,0,il
114,0,0,0,d,0,0,0,0,0,0,0,l,0,0,0,0,0,0,0,dl
115,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,h
116,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
117,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bcq
118,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bcq
119,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,h
120,0,0,0,0,0,f,g,0,0,0,0,0,0,0,0,0,0,0,0,fg
121,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,r,0,bpr
122,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
123,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
124,0,0,0,0,0,0,0,0,i,0,0,0,0,n,0,0,0,0,0,in
125,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
126,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
127,0,b,0,0,0,0,g,0,i,0,0,0,0,0,0,0,0,0,0,bgi
128,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bq
129,0,0,0,0,0,0,g,0,i,0,0,l,0,0,o,0,q,0,0,giloq
130,0,0,0,0,0,0,g,0,0,0,0,l,0,0,0,0,0,0,0,gl
131,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
132,0,0,c,0,e,0,0,0,i,0,0,0,m,0,0,0,0,0,0,ceim
133,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,r,0,ior
134,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
135,0,0,0,0,0,0,0,0,i,0,0,0,0,n,0,p,q,0,0,inpq
136,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
137,0,0,0,0,0,0,0,0,i,0,0,l,0,0,0,0,0,0,0,il
138,0,0,0,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,ef
139,0,0,0,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,ef
140,0,0,c,0,e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ce
141,0,0,c,0,e,0,0,0,0,j,0,0,0,0,0,p,0,0,0,cejp
142,0,0,c,0,e,0,0,0,0,0,0,0,m,0,0,0,0,0,0,cem
143,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,0,0,0,0,m
144,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bq
145,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,p,q,0,0,bpq
146,0,0,0,0,0,0,0,0,i,0,0,l,0,0,0,0,0,0,0,il
147,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bq
148,0,b,c,0,0,0,0,0,0,0,0,l,0,0,0,0,0,0,0,bcl
149,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
150,0,0,0,0,0,f,0,0,i,0,0,0,0,0,0,0,0,0,0,fi
151,0,0,c,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,cef
152,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,p,0,0,0,fp
153,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
154,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
155,0,0,0,0,0,0,0,0,0,0,0,0,m,0,o,0,0,0,0,mo
156,0,0,0,0,0,0,g,0,0,0,0,0,0,0,0,0,q,0,0,gq
157,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,r,0,ir
158,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
159,0,0,0,0,0,0,0,0,0,0,0,0,0,n,0,0,q,0,0,nq
160,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
161,0,b,0,0,0,0,0,0,0,0,0,0,0,0,o,0,0,0,0,bo
162,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
163,0,0,0,0,0,f,0,0,0,0,0,l,0,0,0,0,0,0,0,fl
164,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,q,0,0,bcpq
165,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
166,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
167,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
168,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
169,0,0,0,d,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,df
170,0,0,0,0,0,f,0,0,i,0,0,0,0,0,o,0,0,0,0,fio
171,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,p,0,0,0,fp
172,0,b,c,0,0,0,0,0,i,0,0,0,0,0,o,p,0,r,0,bciopr
173,0,b,c,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,bcfo
174,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bc
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,p
176,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,p,q,r,0,bpqr
177,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,b
178,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,p
180,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,r,0,ir
181,0,b,c,0,0,0,0,0,0,0,0,0,0,0,o,p,0,r,0,bcopr
182,0,0,0,0,0,0,g,0,i,0,0,0,0,0,0,0,0,0,0,gi
183,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,p,q,0,0,bpq
184,0,b,c,0,0,f,0,0,0,0,0,0,0,0,0,p,0,0,0,bcfp
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,o,0,q,0,0,oq
186,0,b,0,0,0,f,0,0,0,0,0,0,m,0,0,0,0,0,0,bfm
187,0,b,0,0,0,0,g,0,i,0,0,0,0,0,0,0,0,0,0,bgi
188,0,b,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,r,0,bir
189,0,0,0,d,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,df
190,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,r,0,ir
191,0,0,0,0,0,0,0,0,i,0,0,0,0,n,0,0,0,0,0,in
192,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
193,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
194,0,0,0,0,0,f,g,0,0,0,0,0,0,0,0,0,0,0,0,fg
195,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,p,q,0,0,bpq
196,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
197,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,q
199,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,r,0,ir
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,0,b,c,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,bcf
202,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,
204,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,p,0,0,0,fp
205,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,r,0,ir
206,0,0,c,d,0,0,0,0,0,0,0,0,0,0,0,p,q,0,0,cdpq
207,0,b,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,bio
208,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
209,0,0,0,0,0,f,0,0,i,0,0,0,m,0,0,0,0,0,0,fim
210,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bc
211,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,r,0,fr
212,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
213,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
214,0,0,0,0,0,0,0,0,i,0,0,0,m,0,0,0,0,r,0,imr
215,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
216,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
217,0,0,0,0,0,0,0,0,0,0,0,l,0,0,o,0,0,0,0,lo
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,q
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
221,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
222,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,bcp
223,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,iq
224,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
225,0,0,0,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,ef
226,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bq
227,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,bcp
228,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,bcp
229,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,bcp
230,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,bcp
231,0,b,c,0,0,f,g,0,0,0,0,0,0,0,0,0,0,0,0,bcfg
232,0,b,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,s,bf
233,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
234,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
235,0,b,0,0,0,f,0,0,0,0,0,0,0,0,0,p,0,r,0,bfpr
236,0,0,0,0,0,f,0,0,i,0,0,l,0,0,0,0,0,0,0,fil
237,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
238,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
239,0,0,0,0,0,0,g,0,i,0,0,0,0,0,0,p,0,0,0,gip
240,0,0,0,d,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,df
241,0,b,0,0,0,0,0,0,0,0,0,0,0,0,o,0,0,r,0,bor
242,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
243,0,0,0,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,ef
244,0,b,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,0,0,biq
245,0,b,0,0,0,0,0,0,i,0,0,0,0,0,0,0,q,r,0,biqr
246,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
247,0,b,c,0,e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bce
248,0,0,0,0,0,f,g,0,0,0,0,0,0,0,0,0,0,0,0,fg
249,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
250,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,bp
251,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
252,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,q,0,0,bcpq
253,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
254,0,b,c,0,0,0,g,0,0,0,0,0,0,0,0,0,0,0,0,bcg
255,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
256,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
257,0,b,c,0,0,f,0,0,0,0,0,0,0,0,0,p,0,0,0,bcfp
258,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,p,0,0,0,ip
259,0,0,0,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,ef
260,0,b,0,0,0,0,0,0,0,0,0,0,0,n,0,p,q,0,0,bnpq
261,0,0,0,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,ef
262,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
263,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,q,0,0,pq
265,0,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,bq
266,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bc
267,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
268,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
269,0,0,0,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,f
270,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,p,q,0,0,ipq
271,0,b,c,0,0,0,0,0,0,0,0,0,0,0,0,p,0,r,0,bcpr
272,0,0,0,0,0,0,0,0,i,0,0,l,0,0,0,0,0,0,0,il
273,0,b,0,0,0,0,g,0,0,0,0,0,0,0,0,0,q,0,0,bgq
274,0,0,0,0,0,f,0,0,0,0,0,0,0,0,o,0,0,0,0,fo
275,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
276,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
277,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
278,0,0,0,0,0,0,0,0,i,0,0,0,0,0,o,0,0,0,0,io
279,0,0,0,0,0,0,0,0,i,0,0,0,0,0,0,0,0,0,0,i
